CV_Text,JD_Text,Match_Label,Score
"Tôi là một Nhà phân tích Dữ liệu với 3 năm kinh nghiệm trong việc phân tích và trực quan hóa dữ liệu. Tôi có kiến thức về các công cụ phân tích dữ liệu như Excel, Tableau, và Power BI. Tôi cũng có kinh thức về các ngôn ngữ lập trình như Python, R, và có chứng chỉ Certified Data Analyst. Tuy nhiên, tôi chưa có kinh nghiệm với các công nghệ mạng và hệ thống. Tôi đang tìm kiếm một cơ hội để chuyển sang lĩnh vực mới và học hỏi thêm về các công nghệ mạng.",Network Architect,Hard_Negative,0.0
"Tôi là một chuyên viên quản trị cơ sở dữ liệu có hơn 5 năm kinh nghiệm. Tôi đã từng làm việc với các hệ thống quản lý cơ sở dữ liệu như Oracle, MySQL và PostgreSQL. Tôi có kiến thức sâu về thiết kế và triển khai cơ sở dữ liệu, cũng như tối ưu hóa hiệu suất và bảo mật. Tôi cũng có kinh nghiệm trong việc quản lý và duy trì các hệ thống lưu trữ dữ liệu lớn.",Database Administrator,Positive,1.0
"Tôi là một lập trình viên có 3 năm kinh nghiệm với các ngôn ngữ như Python và Java. Tôi đã từng làm việc với cơ sở dữ liệu MySQL và có kiến thức cơ bản về thiết kế và triển khai cơ sở dữ liệu. Tuy nhiên, tôi chưa có kinh nghiệm với các hệ thống quản lý cơ sở dữ liệu như Oracle hoặc PostgreSQL.",Database Administrator,Medium,0.5
"Tôi là một nhà phân tích dữ liệu có 2 năm kinh nghiệm với các công cụ như Excel và Tableau. Tôi đã từng làm việc với các tập dữ liệu lớn và có kiến thức về thống kê và phân tích dữ liệu. Tuy nhiên, tôi chưa có kinh nghiệm với các hệ thống quản lý cơ sở dữ liệu hoặc các ngôn ngữ lập trình như SQL.",Database Administrator,Hard_Negative,0.0
"Tôi là một chuyên viên phân tích kinh doanh thông minh với hơn 5 năm kinh nghiệm trong lĩnh vực phân tích dữ liệu và lập báo cáo. Tôi đã từng làm việc tại các công ty lớn như FPT và Viettel, nơi tôi đã phát triển và triển khai các giải pháp phân tích dữ liệu để giúp doanh nghiệp nâng cao hiệu suất và tối ưu hóa quy trình. Tôi có kỹ năng mạnh về SQL, Excel, Power BI và Tableau, cũng như kinh nghiệm làm việc với các công cụ quản lý dữ liệu như Oracle và MySQL. Tôi cũng có kiến thức về các mô hình kinh doanh và quy trình phân tích dữ liệu, giúp tôi có thể đưa ra các quyết định kinh doanh thông minh và chính xác.",Business Intelligence Analyst,Positive,1.0
"Tôi là một nhân viên phân tích dữ liệu với 3 năm kinh nghiệm trong lĩnh vực phân tích và lập báo cáo. Tôi đã từng làm việc tại một công ty nhỏ, nơi tôi đã sử dụng các công cụ như Excel và SQL để phân tích dữ liệu và tạo báo cáo. Tôi cũng có kiến thức về các công cụ quản lý dữ liệu như Access và MongoDB. Tuy nhiên, tôi chưa có kinh nghiệm làm việc với các công cụ phân tích kinh doanh thông minh như Power BI và Tableau, nhưng tôi sẵn sàng học hỏi và phát triển kỹ năng của mình.",Business Intelligence Analyst,Medium,0.5
"Tôi là một lập trình viên Python với 2 năm kinh nghiệm trong lĩnh vực phát triển ứng dụng web. Tôi đã từng làm việc tại một công ty startup, nơi tôi đã phát triển các ứng dụng web sử dụng framework Django và Flask. Tôi cũng có kiến thức về các công cụ quản lý phiên như Redis và Memcached. Tuy nhiên, tôi chưa có kinh nghiệm làm việc trong lĩnh vực phân tích kinh doanh thông minh và không có kiến thức về các công cụ phân tích dữ liệu như SQL, Excel, Power BI và Tableau.",Business Intelligence Analyst,Hard_Negative,0.0
"Thông tin cá nhân: Nguyễn Văn A
Chức danh: Chuyên viên An toàn Thông tin
Trình độ học vấn: Đại học
Kinh nghiệm làm việc: 5 năm kinh nghiệm trong lĩnh vực an toàn thông tin, bao gồm cả việc phân tích và xử lý các sự kiện bảo mật. Thành thạo trong việc sử dụng các công cụ như Nmap, Nessus và Burp Suite để thực hiện các cuộc kiểm tra bảo mật. Kỹ năng giải quyết vấn đề tốt, khả năng làm việc độc lập và theo nhóm cao.
Kỹ năng chuyên môn: An toàn thông tin, phân tích bảo mật, xử lý sự kiện bảo mật, Nmap, Nessus, Burp Suite, kiểm tra bảo mật.",Information Security Analyst,Positive,1.0
"Thông tin cá nhân: Trần Thị B
Chức danh: Chuyên viên Công nghệ Thông tin
Trình độ học vấn: Cao đẳng
Kinh nghiệm làm việc: 3 năm kinh nghiệm trong lĩnh vực công nghệ thông tin, bao gồm cả việc hỗ trợ kỹ thuật và quản lý hệ thống. Có kiến thức cơ bản về an toàn thông tin nhưng chưa có kinh nghiệm thực tế trong việc xử lý sự kiện bảo mật. Thành thạo trong việc sử dụng các công cụ như Windows, Office và có kiến thức về mạng máy tính.
Kỹ năng chuyên môn: Công nghệ thông tin, hỗ trợ kỹ thuật, quản lý hệ thống, mạng máy tính.",Information Security Analyst,Medium,0.5
"Thông tin cá nhân: Lê Văn C
Chức danh: Chuyên viên Thiết kế Đồ họa
Trình độ học vấn: Đại học
Kinh nghiệm làm việc: 5 năm kinh nghiệm trong lĩnh vực thiết kế đồ họa, bao gồm cả việc thiết kế logo, brochure và các tài liệu quảng cáo. Có kỹ năng sáng tạo tốt, khả năng làm việc độc lập cao nhưng không có kinh nghiệm trong lĩnh vực an toàn thông tin.
Kỹ năng chuyên môn: Thiết kế đồ họa, sáng tạo, quảng cáo, thương hiệu.",Information Security Analyst,Hard_Negative,0.0
"Tôi là một chuyên gia trực quan hóa dữ liệu với hơn 5 năm kinh nghiệm trong lĩnh vực phân tích và trực quan hóa dữ liệu. Tôi đã từng làm việc với nhiều công cụ như Tableau, Power BI, D3.js và Matplotlib. Tôi có kiến thức sâu về các phương pháp trực quan hóa dữ liệu, bao gồm cả biểu đồ, đồ thị và bản đồ. Tôi cũng có kinh nghiệm làm việc với các ngôn ngữ lập trình như Python, R và SQL. Tôi đã từng thực hiện nhiều dự án trực quan hóa dữ liệu phức tạp và có khả năng trình bày kết quả một cách rõ ràng và hiệu quả.",Data Visualization Expert,Positive,1.0
"Tôi là một chuyên viên phân tích dữ liệu với 3 năm kinh nghiệm trong lĩnh vực phân tích và báo cáo dữ liệu. Tôi đã từng làm việc với các công cụ như Excel, SQL và Power BI. Tôi có kiến thức cơ bản về các phương pháp trực quan hóa dữ liệu, nhưng chưa có kinh nghiệm làm việc với các công cụ như D3.js và Matplotlib. Tôi cũng có kinh nghiệm làm việc với ngôn ngữ lập trình Python, nhưng chưa có kinh nghiệm làm việc với R.",Data Visualization Expert,Medium,0.5
"Tôi là một lập trình viên ứng dụng di động với hơn 2 năm kinh nghiệm trong lĩnh vực phát triển ứng dụng. Tôi đã từng làm việc với các ngôn ngữ lập trình như Java, Swift và Kotlin. Tôi có kiến thức cơ bản về các công cụ trực quan hóa dữ liệu như Python, nhưng chưa có kinh nghiệm làm việc trong lĩnh vực phân tích và trực quan hóa dữ liệu. Tôi đang tìm kiếm một cơ hội để chuyển sang lĩnh vực mới và học hỏi thêm về trực quan hóa dữ liệu.",Data Visualization Expert,Hard_Negative,0.0
"Tôi là một Kiến trúc sư Mạng lưới với hơn 8 năm kinh nghiệm trong việc thiết kế và triển khai các hệ thống mạng phức tạp. Tôi đã từng làm việc cho một số công ty lớn và có kinh nghiệm trong việc sử dụng các công nghệ như Cisco, Juniper, VMware. Tôi có chứng chỉ CCIE Routing & Switching và đã từng tham gia vào nhiều dự án lớn về mạng lưới. Tôi cũng có kinh nghiệm trong việc quản lý và giám sát các đội ngũ kỹ thuật.",Network Architect,Positive,1.0
"Tôi là một Kỹ sư Mạng với 5 năm kinh nghiệm trong việc cấu hình và quản lý các thiết bị mạng. Tôi đã từng làm việc với các công nghệ như Cisco, HP và có kinh nghiệm trong việc sử dụng các giao thức như TCP/IP, DNS, DHCP. Tuy nhiên, tôi chưa có kinh nghiệm sâu về thiết kế mạng và chưa từng làm việc với các công nghệ ảo hóa như VMware.",Network Architect,Medium,0.5
"Tôi là một Nhà phân tích Dữ liệu với 3 năm kinh nghiệm trong việc phân tích và trực quan hóa dữ liệu. Tôi đã từng làm việc với các công cụ như Excel, Tableau và có kinh nghiệm trong việc sử dụng các ngôn ngữ lập trình như Python, R. Tôi cũng có kinh nghiệm trong việc làm việc với các cơ sở dữ liệu như MySQL, PostgreSQL. Tuy nhiên, tôi chưa từng làm việc với các công nghệ mạng và chưa có kinh nghiệm về thiết kế hoặc quản lý hệ thống mạng.",Network Architect,Hard_Negative,0.0
"Tôi là một chuyên gia thống kê với hơn 5 năm kinh nghiệm trong lĩnh vực phân tích dữ liệu. Tôi đã từng làm việc tại các công ty lớn như FPT và Viettel, nơi tôi đã áp dụng các kỹ thuật thống kê để phân tích và giải quyết các vấn đề kinh doanh. Tôi có kiến thức sâu về các mô hình thống kê, kiểm định giả thuyết và phân tích hồi quy. Tôi cũng có kinh nghiệm làm việc với các công cụ như R, Python và SQL.",Statistics,Positive,1.0
"Tôi là một chuyên viên phân tích dữ liệu với 3 năm kinh nghiệm. Tôi đã từng làm việc tại một công ty tư vấn, nơi tôi đã áp dụng các kỹ thuật phân tích dữ liệu để giải quyết các vấn đề kinh doanh. Tôi có kiến thức về các công cụ như Excel và Tableau, nhưng tôi chưa có kinh nghiệm làm việc với các ngôn ngữ lập trình như R hoặc Python. Tôi cũng chưa có kinh nghiệm về các mô hình thống kê phức tạp.",Statistics,Medium,0.5
"Tôi là một nhà thiết kế đồ họa với 2 năm kinh nghiệm. Tôi đã từng làm việc tại một công ty quảng cáo, nơi tôi đã thiết kế các mẫu quảng cáo và brochure. Tôi có kiến thức về các công cụ như Adobe Creative Cloud, nhưng tôi chưa có kinh nghiệm làm việc với các công cụ phân tích dữ liệu hoặc thống kê. Tôi cũng chưa có kiến thức về các mô hình kinh doanh hoặc phân tích dữ liệu.",Statistics,Hard_Negative,0.0
"Tôi là một chuyên gia vận hành kỹ thuật với hơn 5 năm kinh nghiệm trong việc quản lý và tối ưu hóa hệ thống công nghệ. Tôi đã từng làm việc tại các công ty công nghệ hàng đầu và có kinh nghiệm về thiết kế, triển khai và bảo trì hệ thống. Tôi có kiến thức sâu về các công nghệ như Docker, Kubernetes, Jenkins và có khả năng phân tích và giải quyết vấn đề một cách hiệu quả. Tôi cũng có kỹ năng lãnh đạo và quản lý team, và đã từng tham gia vào nhiều dự án lớn.",Technical Operations,Positive,1.0
"Tôi là một chuyên viên công nghệ với 3 năm kinh nghiệm trong việc phát triển và triển khai phần mềm. Tôi có kiến thức về các công nghệ như Python, Java và có kinh nghiệm về việc sử dụng các công cụ như Git và SVN. Tuy nhiên, tôi chưa có kinh nghiệm về việc quản lý và vận hành hệ thống công nghệ, nhưng tôi sẵn sàng học hỏi và phát triển.",Technical Operations,Medium,0.5
"Tôi là một nhà phân tích dữ liệu với 2 năm kinh nghiệm trong việc phân tích và trình bày dữ liệu. Tôi có kinh nghiệm về việc sử dụng các công cụ như Excel, Tableau và Power BI, nhưng tôi chưa có kinh nghiệm về việc vận hành hệ thống công nghệ. Tôi biết một chút về Python, nhưng tôi chưa từng làm việc với các công nghệ như Docker, Kubernetes và Jenkins. Tôi đang tìm kiếm một cơ hội để chuyển sang lĩnh vực mới.",Technical Operations,Hard_Negative,0.0
"Tôi là một chuyên gia tư vấn CNTT với hơn 8 năm kinh nghiệm trong việc cung cấp các giải pháp công nghệ thông tin cho các doanh nghiệp. Tôi đã từng làm việc với nhiều khách hàng từ các ngành khác nhau, bao gồm tài chính, y tế và giáo dục. Tôi có kỹ năng sâu về phân tích yêu cầu, thiết kế hệ thống và triển khai công nghệ. Tôi cũng có kinh nghiệm về các công nghệ như AWS, Azure và Google Cloud. Tôi đã từng làm việc với các đội dự án để đảm bảo rằng các giải pháp được triển khai một cách hiệu quả và đáp ứng được nhu cầu của khách hàng.",IT Consultant,Positive,1.0
"Tôi là một chuyên viên phân tích dữ liệu với 5 năm kinh nghiệm trong việc phân tích và trình bày dữ liệu cho các doanh nghiệp. Tôi có kỹ năng về SQL, Excel và Tableau. Tôi cũng có kinh nghiệm về việc làm việc với các đội dự án để phân tích và giải quyết vấn đề. Tuy nhiên, tôi chưa có kinh nghiệm trực tiếp về tư vấn CNTT, nhưng tôi tin rằng kỹ năng phân tích và trình bày dữ liệu của tôi có thể được áp dụng cho lĩnh vực này.",IT Consultant,Medium,0.5
"Tôi là một nhà thiết kế đồ họa với 3 năm kinh nghiệm trong việc tạo ra các thiết kế đồ họa và truyền thông xã hội cho các doanh nghiệp. Tôi có kỹ năng về Adobe Creative Suite và có kinh nghiệm về việc làm việc với các đội sáng tạo để tạo ra các chiến dịch truyền thông xã hội. Tôi cũng có một số kiến thức cơ bản về HTML và CSS, nhưng tôi chưa có kinh nghiệm trực tiếp về CNTT hoặc tư vấn công nghệ.",IT Consultant,Hard_Negative,0.0
"Tôi là một nhà phát triển toàn diện với hơn 5 năm kinh nghiệm trong việc xây dựng các ứng dụng web và di động. Tôi đã từng làm việc với các công nghệ như React, Angular, Vue.js cho phía client và Node.js, Ruby on Rails, Django cho phía server. Tôi cũng có kinh nghiệm với các cơ sở dữ liệu như MySQL, MongoDB và PostgreSQL. Ngoài ra, tôi còn có kiến thức về các công cụ như Git, Docker và Kubernetes.",Full Stack Developer,Positive,1.0
"Tôi là một nhà phát triển với 3 năm kinh nghiệm trong việc xây dựng các ứng dụng web. Tôi đã từng làm việc với các công nghệ như React và Node.js. Tôi cũng có kinh nghiệm với các cơ sở dữ liệu như MySQL. Tuy nhiên, tôi chưa có kinh nghiệm với các công nghệ như Ruby on Rails, Django và Kubernetes.",Full Stack Developer,Medium,0.5
"Tôi là một nhà phân tích dữ liệu với 2 năm kinh nghiệm trong việc phân tích và trực quan hóa dữ liệu. Tôi đã từng làm việc với các công cụ như Excel, Tableau và Power BI. Tôi cũng có kiến thức về các ngôn ngữ như Python và R. Tuy nhiên, tôi chưa có kinh nghiệm với các công nghệ liên quan đến phát triển web.",Full Stack Developer,Hard_Negative,0.0
"Tôi là một Nhà khoa học dữ liệu có kinh nghiệm 5 năm trong lĩnh vực phân tích và xử lý dữ liệu. Tôi đã từng làm việc với các công ty lớn như FPT và Viettel, nơi tôi đã áp dụng các kỹ thuật Machine Learning và Deep Learning để giải quyết các vấn đề kinh doanh. Tôi có kỹ năng mạnh về Python, R, SQL và có kinh nghiệm làm việc với các thư viện như scikit-learn, TensorFlow và Keras. Tôi cũng có kiến thức về các phương pháp thống kê và visual hóa dữ liệu.",Data Scientist,Positive,1.0
"Tôi là một Chuyên viên phân tích dữ liệu có 3 năm kinh nghiệm trong lĩnh vực phân tích dữ liệu. Tôi đã từng làm việc với các công cụ như Excel, SQL và Tableau, nơi tôi đã tạo ra các báo cáo và biểu đồ để hỗ trợ ra quyết định. Tôi có kiến thức cơ bản về Python và R, nhưng chưa có kinh nghiệm với Machine Learning và Deep Learning. Tôi đang tìm kiếm cơ hội để phát triển kỹ năng của mình trong lĩnh vực Data Science.",Data Scientist,Medium,0.5
"Tôi là một Lập trình viên web có 2 năm kinh nghiệm trong lĩnh vực phát triển web. Tôi đã từng làm việc với các công nghệ như HTML, CSS, JavaScript và React, nơi tôi đã xây dựng các trang web và ứng dụng web. Tôi có kiến thức cơ bản về Python, nhưng chưa có kinh nghiệm với dữ liệu và phân tích. Tôi đang tìm kiếm cơ hội để chuyển sang lĩnh vực mới, nhưng chưa có kế hoạch cụ thể về Data Science.",Data Scientist,Hard_Negative,0.0
"Tên: Nguyễn Văn A
Chức vụ: Chuyên viên phân tích kinh doanh
Trình độ: Thạc sĩ Quản trị kinh doanh
Kinh nghiệm: 5 năm trong lĩnh vực phân tích kinh doanh, đã từng làm việc với các công ty lớn như FPT, Viettel
Kỹ năng: Phân tích dữ liệu, lập báo cáo, trình bày, giao tiếp, quản lý dự án, sử dụng các công cụ như Excel, PowerPoint, SQL
Mục tiêu: Mong muốn tìm kiếm một vị trí Chuyên viên phân tích kinh doanh tại một công ty hàng đầu để phát huy kỹ năng và kinh nghiệm của mình",Business Analyst,Positive,1.0
"Tên: Trần Thị B
Chức vụ: Trợ lý kinh doanh
Trình độ: Cử nhân Kinh tế
Kinh nghiệm: 3 năm trong lĩnh vực kinh doanh, đã từng làm việc với các công ty vừa và nhỏ
Kỹ năng: Giao tiếp, trình bày, sử dụng các công cụ như Excel, Word
Mục tiêu: Mong muốn tìm kiếm một vị trí trợ lý kinh doanh tại một công ty để học hỏi và phát triển kỹ năng của mình
Lưu ý: Chưa có kinh nghiệm về phân tích dữ liệu và quản lý dự án",Business Analyst,Medium,0.5
"Tên: Lê Văn C
Chức vụ: Kỹ sư phần mềm
Trình độ: Thạc sĩ Khoa học máy tính
Kinh nghiệm: 5 năm trong lĩnh vực phát triển phần mềm, đã từng làm việc với các công ty công nghệ như Google, Amazon
Kỹ năng: Lập trình, thiết kế hệ thống, sử dụng các ngôn ngữ như Java, Python
Mục tiêu: Mong muốn tìm kiếm một vị trí Kỹ sư phần mềm tại một công ty hàng đầu để phát huy kỹ năng và kinh nghiệm của mình",Business Analyst,Hard_Negative,0.0
"Tôi là một chuyên viên phân tích kinh doanh với hơn 5 năm kinh nghiệm trong lĩnh vực phân tích dữ liệu và lập báo cáo. Tôi đã từng làm việc cho các công ty lớn và có kinh nghiệm về các công cụ như Excel, SQL, Tableau và Power BI. Tôi cũng có kiến thức về các kỹ thuật phân tích dữ liệu như thống kê, hình học và phân tích chuỗi thời gian. Tôi đã từng thực hiện các dự án phân tích dữ liệu để giúp các doanh nghiệp cải thiện hiệu suất và tăng lợi nhuận.",Business Intelligence Analyst,Positive,1.0
"Tôi là một nhân viên phân tích dữ liệu với 3 năm kinh nghiệm trong lĩnh vực phân tích dữ liệu. Tôi có kinh nghiệm về các công cụ như Excel và SQL, nhưng chưa có kinh nghiệm về các công cụ như Tableau và Power BI. Tôi cũng có kiến thức cơ bản về các kỹ thuật phân tích dữ liệu như thống kê và hình học. Tôi đã từng làm việc cho các công ty nhỏ và có kinh nghiệm về việc thu thập và phân tích dữ liệu để giúp các doanh nghiệp ra quyết định.",Business Intelligence Analyst,Medium,0.5
"Tôi là một nhà phát triển web với 2 năm kinh nghiệm trong lĩnh vực thiết kế và phát triển web. Tôi có kinh nghiệm về các ngôn ngữ lập trình như HTML, CSS và JavaScript, nhưng chưa có kinh nghiệm về phân tích dữ liệu. Tôi cũng có kiến thức cơ bản về các công cụ như Excel, nhưng chưa từng sử dụng các công cụ như SQL, Tableau và Power BI. Tôi đã từng làm việc cho các công ty khởi nghiệp và có kinh nghiệm về việc thiết kế và phát triển các trang web để giúp các doanh nghiệp tăng cường sự hiện diện trực tuyến.",Business Intelligence Analyst,Hard_Negative,0.0
"Tôi là một chuyên gia trực quan hóa dữ liệu với hơn 5 năm kinh nghiệm trong lĩnh vực phân tích và trực quan hóa dữ liệu. Tôi đã từng làm việc với các công cụ như Tableau, Power BI và D3.js để tạo ra các báo cáo và dashboard trực quan. Tôi cũng có kinh nghiệm với các thư viện như Matplotlib và Seaborn trong Python. Tôi đã từng làm việc với nhiều loại dữ liệu khác nhau, bao gồm dữ liệu kinh doanh, dữ liệu khoa học và dữ liệu xã hội. Mục tiêu của tôi là giúp các tổ chức đưa ra quyết định sáng suốt bằng cách cung cấp thông tin trực quan và chính xác.",Data Visualization Expert,Positive,1.0
"Tôi là một nhà phân tích dữ liệu với 3 năm kinh nghiệm trong lĩnh vực phân tích dữ liệu. Tôi đã từng làm việc với các công cụ như Excel và SQL để phân tích và trực quan hóa dữ liệu. Tôi cũng có kinh nghiệm với các công cụ như Python và R, nhưng chưa có kinh nghiệm với các công cụ trực quan hóa dữ liệu như Tableau hoặc Power BI. Tôi đã từng làm việc với các loại dữ liệu khác nhau, bao gồm dữ liệu kinh doanh và dữ liệu xã hội. Tôi đang tìm kiếm một cơ hội để phát triển kỹ năng trực quan hóa dữ liệu của mình.",Data Visualization Expert,Medium,0.5
"Tôi là một lập trình viên Java với 2 năm kinh nghiệm trong lĩnh vực phát triển phần mềm. Tôi đã từng làm việc với các dự án phát triển ứng dụng Android và đã từng sử dụng Python để tự động hóa các nhiệm vụ. Tuy nhiên, tôi chưa có kinh nghiệm với các công cụ trực quan hóa dữ liệu hoặc phân tích dữ liệu. Tôi đang tìm kiếm một cơ hội để chuyển sang lĩnh vực mới và học hỏi các kỹ năng mới.",Data Visualization Expert,Hard_Negative,0.0
"Tôi là một nhà phát triển dịch vụ đám mây với hơn 5 năm kinh nghiệm trong việc thiết kế, phát triển và triển khai các giải pháp trên nền tảng AWS và Azure. Tôi có kiến thức sâu về các dịch vụ như EC2, S3, Lambda, CloudFormation và có kinh nghiệm sử dụng các công cụ như Docker, Kubernetes. Tôi cũng có chứng chỉ AWS Certified Developer - Associate và Azure Certified Developer - Associate. Trong quá khứ, tôi đã từng làm việc cho các công ty công nghệ hàng đầu và đã tham gia vào nhiều dự án phát triển ứng dụng trên đám mây.",Cloud Services Developer,Positive,1.0
"Tôi là một nhà phát triển phần mềm với 3 năm kinh nghiệm trong việc phát triển các ứng dụng trên nền tảng Python và Java. Tôi có kiến thức cơ bản về các dịch vụ đám mây như AWS và Azure, nhưng chưa có nhiều kinh nghiệm trong việc triển khai các giải pháp trên đám mây. Tôi đã từng làm việc với các công nghệ như Docker, Git và đã tham gia vào một số dự án phát triển ứng dụng web. Tuy nhiên, tôi chưa có chứng chỉ về phát triển dịch vụ đám mây và chưa có kinh nghiệm với các công cụ như CloudFormation, Kubernetes.",Cloud Services Developer,Medium,0.5
"Tôi là một nhà phân tích dữ liệu với 2 năm kinh nghiệm trong việc phân tích và trình bày dữ liệu cho các doanh nghiệp. Tôi có kiến thức về các công cụ như Excel, Tableau và Power BI. Tôi cũng có kinh nghiệm sử dụng ngôn ngữ lập trình Python để phân tích dữ liệu. Tuy nhiên, tôi chưa có kinh nghiệm trong việc phát triển các ứng dụng trên đám mây và chưa có kiến thức về các dịch vụ đám mây như AWS, Azure. Tôi đã từng làm việc cho một công ty tư vấn và đã tham gia vào các dự án phân tích dữ liệu, nhưng chưa có kinh nghiệm trong việc phát triển các giải pháp trên đám mây.",Cloud Services Developer,Hard_Negative,0.0
"Tôi là một Kỹ sư Học máy có kinh nghiệm hơn 5 năm trong lĩnh vực phát triển mô hình học máy. Tôi đã từng làm việc tại các công ty công nghệ hàng đầu và đã tham gia vào nhiều dự án học máy thành công. Tôi có kiến thức sâu về các thuật toán học máy như Linear Regression, Decision Tree, Random Forest, SVM, v.v. và có kinh nghiệm với các thư viện như TensorFlow, PyTorch, Scikit-learn. Tôi cũng có kinh nghiệm làm việc với các ngôn ngữ lập trình như Python, R, SQL và có kiến thức về các cơ sở dữ liệu như MySQL, MongoDB.",Machine Learning,Positive,1.0
"Tôi là một Nhà phân tích dữ liệu có kinh nghiệm hơn 3 năm trong lĩnh vực phân tích dữ liệu. Tôi đã từng làm việc tại các công ty tài chính và đã tham gia vào nhiều dự án phân tích dữ liệu thành công. Tôi có kiến thức về các thuật toán học máy như Linear Regression, Decision Tree và có kinh nghiệm với các thư viện như Scikit-learn. Tuy nhiên, tôi chưa có kinh nghiệm với các thư viện như TensorFlow, PyTorch và chưa làm việc với các ngôn ngữ lập trình như R.",Machine Learning,Medium,0.5
"Tôi là một Nhà thiết kế đồ họa có kinh nghiệm hơn 5 năm trong lĩnh vực thiết kế đồ họa. Tôi đã từng làm việc tại các công ty quảng cáo và đã tham gia vào nhiều dự án thiết kế đồ họa thành công. Tôi có kiến thức về các công cụ thiết kế đồ họa như Adobe Photoshop, Illustrator, v.v. và có kinh nghiệm làm việc với các ngôn ngữ lập trình như JavaScript, HTML/CSS. Tuy nhiên, tôi chưa có kinh nghiệm với các thuật toán học máy và chưa làm việc với các thư viện như TensorFlow, PyTorch.",Machine Learning,Hard_Negative,0.0
"Tôi là một Kỹ sư Dữ liệu lớn với 5 năm kinh nghiệm trong việc thiết kế, phát triển và triển khai các hệ thống dữ liệu lớn. Tôi có chuyên môn sâu về các công nghệ như Hadoop, Spark, NoSQL và dữ liệu phân tán. Tôi cũng có kinh nghiệm về việc xây dựng các mô hình học máy và phân tích dữ liệu bằng Python, R và SQL. Tôi đã từng làm việc với các công cụ như Hive, Pig, Sqoop và Flume. Tôi tự tin về khả năng của mình trong việc xử lý và phân tích dữ liệu lớn.",Big Data Engineer,Positive,1.0
"Tôi là một Nhà phát triển phần mềm với 3 năm kinh nghiệm trong việc xây dựng các ứng dụng web và di động. Tôi có kiến thức cơ bản về các công nghệ như Java, Python và MySQL. Tôi cũng có kinh nghiệm về việc sử dụng các thư viện như Pandas và NumPy để phân tích dữ liệu. Tuy nhiên, tôi chưa có nhiều kinh nghiệm về các công nghệ như Hadoop và Spark. Tôi đang tìm kiếm cơ hội để học hỏi và phát triển kỹ năng của mình trong lĩnh vực dữ liệu lớn.",Big Data Engineer,Medium,0.5
"Tôi là một Chuyên viên phân tích kinh doanh với 2 năm kinh nghiệm trong việc phân tích dữ liệu và tạo báo cáo. Tôi có kiến thức cơ bản về các công cụ như Excel, Word và PowerPoint. Tôi cũng có kinh nghiệm về việc sử dụng các công cụ như Tableau để tạo biểu đồ và báo cáo. Tuy nhiên, tôi không có kinh nghiệm về các công nghệ như Python, Java và các hệ thống dữ liệu lớn. Tôi đang tìm kiếm cơ hội để chuyển đổi sang một lĩnh vực mới và học hỏi về các công nghệ mới.",Big Data Engineer,Hard_Negative,0.0
"Tôi là một nhà khoa học dữ liệu với hơn 5 năm kinh nghiệm trong việc phân tích và xử lý dữ liệu lớn. Tôi có kiến thức sâu về các thuật toán học máy, thống kê và trực quan hóa dữ liệu. Tôi đã từng làm việc với các công cụ như Python, R, TensorFlow, Keras và Tableau. Tôi cũng có kinh nghiệm trong việc xây dựng và triển khai các mô hình dự đoán và phân tích dữ liệu cho các doanh nghiệp.",Data Scientist,Positive,1.0
"Tôi là một lập trình viên với 3 năm kinh nghiệm, tôi có kiến thức về Python và đã từng sử dụng thư viện Pandas và NumPy. Tôi cũng có kinh nghiệm trong việc xây dựng các ứng dụng web và di động. Tuy nhiên, tôi chưa có kinh nghiệm về học máy và xử lý dữ liệu lớn.",Data Scientist,Medium,0.5
"Tôi là một chuyên viên thiết kế đồ họa với 2 năm kinh nghiệm, tôi có kiến thức về các công cụ thiết kế như Adobe Creative Suite. Tôi cũng có kinh nghiệm trong việc thiết kế các trang web và ứng dụng di động. Tôi đã từng sử dụng Python để tự động hóa một số tác vụ thiết kế, nhưng tôi không có kinh nghiệm về khoa học dữ liệu hoặc học máy.",Data Scientist,Hard_Negative,0.0
"Tôi là một kỹ sư học sâu với hơn 5 năm kinh nghiệm trong lĩnh vực trí tuệ nhân tạo. Tôi đã từng làm việc với các mô hình học sâu như CNN, RNN, LSTM và Transformers. Tôi cũng có kinh nghiệm với các thư viện như TensorFlow, PyTorch và Keras. Tôi đã từng phát triển các mô hình học sâu cho các ứng dụng như nhận dạng hình ảnh, phân tích ngôn ngữ tự nhiên và dự đoán thời tiết. Tôi cũng có kinh nghiệm với các công cụ như Git, Docker và Kubernetes.",Deep Learning,Positive,1.0
"Tôi là một nhà phát triển phần mềm với hơn 3 năm kinh nghiệm trong lĩnh vực công nghệ thông tin. Tôi đã từng làm việc với các ngôn ngữ lập trình như Python, Java và C++. Tôi cũng có kinh nghiệm với các thư viện như Scikit-learn và OpenCV. Tuy nhiên, tôi chưa có kinh nghiệm với các mô hình học sâu như CNN, RNN và LSTM. Tôi đã từng phát triển các ứng dụng như hệ thống quản lý dữ liệu và hệ thống thông tin.",Deep Learning,Medium,0.5
